String;PSČ;CC;Město;Okres;Kraj
68357-Křižanovice, Krmelín;68357;1;Křižanovice;Krmelín;
68401-Slavkov u Brna, Slavkov u Brna;68401;1;Slavkov u Brna;Slavkov u Brna;
68501-Bučovice, Budíškovice;68501;1;Bučovice;Budíškovice;
68601-Uherské Hradiště, Uherské Hradiště;68601;1;Uherské Hradiště;Uherské Hradiště;
68603-Staré Město, Staré Město pod Landštejnem;68603;1;Staré Město;Staré Město pod Landštejnem;
68604-Kunovice, Kunratice u Cvikova;68604;1;Kunovice;Kunratice u Cvikova;
68605-Mařatice, Uherské Hradiště;68605;1;Mařatice;Uherské Hradiště;
68606-Uherské Hradiště, Uherské Hradiště;68606;1;Uherské Hradiště;Uherské Hradiště;
68703-Babice, Aš;68703;1;Babice;Aš;
68704-Traplice, Třebařov;68704;1;Traplice;Třebařov;
68705-Jalubí, Jámy;68705;1;Jalubí;Jámy;
68706-Velehrad, Velemín;68706;1;Velehrad;Velemín;
68707-Tupesy, Tuřany;68707;1;Tupesy;Tuřany;
68708-Buchlovice, Budeč;68708;1;Buchlovice;Budeč;
68709-Boršice, Boršice;68709;1;Boršice;Boršice;
68710-Zlechov, Zlechov;68710;1;Zlechov;Zlechov;
68711-Topolná, Toužim;68711;1;Topolná;Toužim;
68712-Bílovice, Bílovec;68712;1;Bílovice;Bílovec;
68713-Březolupy, Březová;68713;1;Březolupy;Březová;
68715-Nedachlebice, Nedachlebice;68715;1;Nedachlebice;Nedachlebice;
68722-Ostrožská Nová Ves, Ostrožská Nová Ves;68722;1;Ostrožská Nová Ves;Ostrožská Nová Ves;
68723-Ostrožská Lhota, Ostrožská Lhota;68723;1;Ostrožská Lhota;Ostrožská Lhota;
68724-Ostrožské Předměstí, Uherský Ostroh;68724;1;Ostrožské Předměstí;Uherský Ostroh;
68725-Hluk, Hnátnice;68725;1;Hluk;Hnátnice;
68731-Šumice, Šumice;68731;1;Šumice;Šumice;
68732-Nezdenice, Nezdenice;68732;1;Nezdenice;Nezdenice;
68733-Hradčovice, Hradec Králové;68733;1;Hradčovice;Hradec Králové;
68734-Újezdec, Uherský Brod;68734;1;Újezdec;Uherský Brod;
68735-Záhorovice, Zahořany;68735;1;Záhorovice;Zahořany;
68737-Polešovice, Polepy;68737;1;Polešovice;Polepy;
68738-Nedakonice, Nedakonice;68738;1;Nedakonice;Nedakonice;
68741-Medlovice, Melč;68741;1;Medlovice;Melč;
68742-Osvětimany, Osvětimany;68742;1;Osvětimany;Osvětimany;
68751-Nivnice, Nivnice;68751;1;Nivnice;Nivnice;
68752-Korytná, Košetice;68752;1;Korytná;Košetice;
68753-Suchá Loz, Studnice;68753;1;Suchá Loz;Studnice;
68754-Bánov, Babylon;68754;1;Bánov;Babylon;
68755-Bystřice pod Lopeníkem, Bystřička;68755;1;Bystřice pod Lopeníkem;Bystřička;
68756-Prakšice, Praha;68756;1;Prakšice;Praha;
68761-Vlčnov, Vlčnov;68761;1;Vlčnov;Vlčnov;
68762-Dolní Němčí, Dolní Radechová;68762;1;Dolní Němčí;Dolní Radechová;
68763-Boršice u Blatnice, Borovnice;68763;1;Boršice u Blatnice;Borovnice;
68764-Horní Němčí, Horní Počaply;68764;1;Horní Němčí;Horní Počaply;
68765-Strání, Strání;68765;1;Strání;Strání;
68766-Květná, Kyjov;68766;1;Květná;Kyjov;
68767-Březová, Březová nad Svitavou;68767;1;Březová;Březová nad Svitavou;
68771-Bojkovice, Bojanov;68771;1;Bojkovice;Bojanov;
68772-Pitín, Pištín;68772;1;Pitín;Pištín;
68774-Starý Hrozenkov, Starý Jičín;68774;1;Starý Hrozenkov;Starý Jičín;
68801-Uherský Brod, Uherský Brod;68801;1;Uherský Brod;Uherský Brod;
68802-Uherský Brod, Uherský Brod;68802;1;Uherský Brod;Uherský Brod;
69001-Břeclav, Břeclav;69001;1;Břeclav;Břeclav;
69002-Břeclav, Břeclav;69002;1;Břeclav;Břeclav;
69003-Břeclav, Břeclav;69003;1;Břeclav;Břeclav;
69006-Charvátská Nová Ves, Břest;69006;1;Charvátská Nová Ves;Břest;
69101-Moravský Žižkov, Moravský Žižkov;69101;1;Moravský Žižkov;Moravský Žižkov;
69102-Velké Bílovice, Velké Bílovice;69102;1;Velké Bílovice;Velké Bílovice;
69103-Rakvice, Rajnochovice;69103;1;Rakvice;Rajnochovice;
69104-Přítluky, Příšovice;69104;1;Přítluky;Příšovice;
69105-Zaječí, Záhorovice;69105;1;Zaječí;Záhorovice;
69106-Velké Pavlovice, Velké Pavlovice;69106;1;Velké Pavlovice;Velké Pavlovice;
69107-Němčičky, Němčičky;69107;1;Němčičky;Němčičky;
69108-Bořetice, Borek;69108;1;Bořetice;Borek;
69109-Vrbice, Vrbice;69109;1;Vrbice;Vrbice;
69110-Kobylí, Kočí;69110;1;Kobylí;Kočí;
69111-Brumovice, Bruntál;69111;1;Brumovice;Bruntál;
69112-Boleradice, Bolehošť;69112;1;Boleradice;Bolehošť;
69121-Sedlec, Sedlec-Prčice;69121;1;Sedlec;Sedlec-Prčice;
69122-Pasohlávky, Pasohlávky;69122;1;Pasohlávky;Pasohlávky;
69123-Pohořelice, Pohled;69123;1;Pohořelice;Pohled;
69124-Přibice, Přeštice;69124;1;Přibice;Přeštice;
69125-Vranovice, Vranovice;69125;1;Vranovice;Vranovice;
69126-Pouzdřany, Potůčky;69126;1;Pouzdřany;Potůčky;
69127-Popice, Poniklá;69127;1;Popice;Poniklá;
69129-Dolní Věstonice, Doloplazy;69129;1;Dolní Věstonice;Doloplazy;
69130-Vlasatice, Vlašim;69130;1;Vlasatice;Vlašim;
69141-Poštorná, Břeclav;69141;1;Poštorná;Břeclav;
69142-Valtice, Vamberk;69142;1;Valtice;Vamberk;
69143-Hlohovec, Hlubočky;69143;1;Hlohovec;Hlubočky;
69144-Lednice, Lelekovice;69144;1;Lednice;Lelekovice;
69145-Podivín, Podhradí;69145;1;Podivín;Podhradí;
69146-Ladná, Lánov;69146;1;Ladná;Lánov;
69151-Lanžhot, Laškov;69151;1;Lanžhot;Laškov;
69152-Kostice, Kostomlaty nad Labem;69152;1;Kostice;Kostomlaty nad Labem;
69153-Tvrdonice, Tymákov;69153;1;Tvrdonice;Tymákov;
69154-Týnec, Týnec nad Sázavou;69154;1;Týnec;Týnec nad Sázavou;
69155-Moravská Nová Ves, Morávka;69155;1;Moravská Nová Ves;Morávka;
69156-Hrušky, Hrušovany u Brna;69156;1;Hrušky;Hrušovany u Brna;
69162-Uherčice, Uherčice;69162;1;Uherčice;Uherčice;
69163-Velké Němčice, Velké Němčice;69163;1;Velké Němčice;Velké Němčice;
69164-Nosislav, Nosislav;69164;1;Nosislav;Nosislav;
69165-Křepice, Křesetice;69165;1;Křepice;Křesetice;
69167-Šakvice, Samšina;69167;1;Šakvice;Samšina;
69168-Starovičky, Starý Bydžov;69168;1;Starovičky;Starý Bydžov;
69171-Diváky, Divišov;69171;1;Diváky;Divišov;
69172-Klobouky u Brna, Klučenice;69172;1;Klobouky u Brna;Klučenice;
69173-Krumvíř, Krupka;69173;1;Krumvíř;Krupka;
69174-Velké Hostěrádky, Velké Hostěrádky;69174;1;Velké Hostěrádky;Velké Hostěrádky;
69175-Borkovany, Bořetice;69175;1;Borkovany;Bořetice;
69176-Šitbořice, Skalice nad Svitavou;69176;1;Šitbořice;Skalice nad Svitavou;
69181-Březí, Březina;69181;1;Březí;Březina;
69182-Novosedly, Novosedly nad Nežárkou;69182;1;Novosedly;Novosedly nad Nežárkou;
69183-Drnholec, Držkov;69183;1;Drnholec;Držkov;
69185-Dolní Dunajovice, Dolní Hbity;69185;1;Dolní Dunajovice;Dolní Hbity;
69186-Perná, Pěnčín;69186;1;Perná;Pěnčín;
69188-Milovice, Mimoň;69188;1;Milovice;Mimoň;
69189-Bulhary, Bylany;69189;1;Bulhary;Bylany;
69201-Mikulov, Mikulovice;69201;1;Mikulov;Mikulovice;
69202-Pavlov, Pavlovice u Kojetína;69202;1;Pavlov;Pavlovice u Kojetína;
69301-Hustopeče, Hvězdlice;69301;1;Hustopeče;Hvězdlice;
69501-Hodonín, Hodonín;69501;1;Hodonín;Hodonín;
69503-Hodonín, Hodonín;69503;1;Hodonín;Hodonín;
69504-Hodonín, Hodov;69504;1;Hodonín;Hodov;
69505-Hodonín, Hodslavice;69505;1;Hodonín;Hodslavice;
69601-Rohatec, Rohatec;69601;1;Rohatec;Rohatec;
69602-Ratíškovice, Ratiboř;69602;1;Ratíškovice;Ratiboř;
69603-Dubňany, Dukovany;69603;1;Dubňany;Dukovany;
69604-Svatobořice, Svatobořice-Mistřín;69604;1;Svatobořice;Svatobořice-Mistřín;
69605-Milotice, Milovice;69605;1;Milotice;Milovice;
69606-Vacenovice, Václavov u Bruntálu;69606;1;Vacenovice;Václavov u Bruntálu;
69611-Mutěnice, Mutěnice;69611;1;Mutěnice;Mutěnice;
69612-Hovorany, Hrabyně;69612;1;Hovorany;Hrabyně;
69613-Šardice, Šárovcova Lhota;69613;1;Šardice;Šárovcova Lhota;
69614-Čejč, Čeladná;69614;1;Čejč;Čeladná;
69615-Čejkovice, Čelákovice;69615;1;Čejkovice;Čelákovice;
69616-Starý Poddvorov, Stěbořice;69616;1;Starý Poddvorov;Stěbořice;
69617-Dolní Bojanovice, Dolní Branná;69617;1;Dolní Bojanovice;Dolní Branná;
69618-Lužice, Lužice;69618;1;Lužice;Lužice;
69619-Mikulčice, Mikulov;69619;1;Mikulčice;Mikulov;
69621-Prušánky, Průhonice;69621;1;Prušánky;Průhonice;
69631-Bukovany, Bukovec;69631;1;Bukovany;Bukovec;
69632-Ždánice, Zbýšov;69632;1;Ždánice;Zbýšov;
69633-Archlebov, Albrechtičky;69633;1;Archlebov;Albrechtičky;
69634-Žarošice, Zámrsk;69634;1;Žarošice;Zámrsk;
69635-Dambořice, Damníkov;69635;1;Dambořice;Damníkov;
69636-Násedlovice, Násedlovice;69636;1;Násedlovice;Násedlovice;
69637-Želetice, Želešice;69637;1;Želetice;Želešice;
69638-Strážovice, Strážov;69638;1;Strážovice;Strážov;
69639-Lovčice, Lovčice;69639;1;Lovčice;Lovčice;
69640-Sobůlky, Sobůlky;69640;1;Sobůlky;Sobůlky;
69641-Vlkoš, Vlkoš;69641;1;Vlkoš;Vlkoš;
69642-Vracov, Vracov;69642;1;Vracov;Vracov;
69647-Žeravice, Želiv;69647;1;Žeravice;Želiv;
69648-Ježov, Jičín;69648;1;Ježov;Jičín;
69649-Žádovice, Zadní Chodov;69649;1;Žádovice;Zadní Chodov;
69650-Moravany, Morašice;69650;1;Moravany;Morašice;
69651-Kostelec, Kostelec;69651;1;Kostelec;Kostelec;
69655-Bohuslavice, Kynšperk nad Ohří;69655;1;Bohuslavice;Kynšperk nad Ohří;
69661-Vnorovy, Vnorovy;69661;1;Vnorovy;Vnorovy;
69662-Strážnice, Strážné;69662;1;Strážnice;Strážné;
69663-Hroznová Lhota, Hrušovany;69663;1;Hroznová Lhota;Hrušovany;
69664-Kněždub, Kněžice;69664;1;Kněždub;Kněžice;
69665-Petrov, Petrohrad;69665;1;Petrov;Petrohrad;
69666-Sudoměřice, Sudkov;69666;1;Sudoměřice;Sudkov;
69667-Radějov, Rabí;69667;1;Radějov;Rabí;
69668-Tvarožná Lhota, Tvrdonice;69668;1;Tvarožná Lhota;Tvrdonice;
69671-Blatnice pod Svatým Antonínkem, Blansko;69671;1;Blatnice pod Svatým Antonínkem;Blansko;
69672-Lipov, Lipová-lázně;69672;1;Lipov;Lipová-lázně;
69673-Hrubá Vrbka, Hrušovany nad Jevišovkou;69673;1;Hrubá Vrbka;Hrušovany nad Jevišovkou;
69674-Velká nad Veličkou, Velká nad Veličkou;69674;1;Velká nad Veličkou;Velká nad Veličkou;
69675-Nová Lhota, Nová Lhota;69675;1;Nová Lhota;Nová Lhota;
69676-Louka, Louka u Litvínova;69676;1;Louka;Louka u Litvínova;
69681-Bzenec, Čachovice;69681;1;Bzenec;Čachovice;
69683-Domanín, Domažlice;69683;1;Domanín;Domažlice;
69684-Těmice, Těmice;69684;1;Těmice;Těmice;
69685-Moravský Písek, Moravský Písek;69685;1;Moravský Písek;Moravský Písek;
69701-Kyjov, Kyjovice;69701;1;Kyjov;Kyjovice;
69801-Veselí nad Moravou, Veselí nad Moravou;69801;1;Veselí nad Moravou;Veselí nad Moravou;
70030-Bělský Les, Ostrava;70030;1;Bělský Les;Ostrava;
70032-Poruba, Ostrava;70032;1;Poruba;Ostrava;
70033-Poruba, Ostrava;70033;1;Poruba;Ostrava;
70034-Poruba, Ostrava;70034;1;Poruba;Ostrava;
70035-Poruba, Ostrava;70035;1;Poruba;Ostrava;
70036-Třebovice, Ostrava;70036;1;Třebovice;Ostrava;
70037-Poruba, Ostrava;70037;1;Poruba;Ostrava;
70039-Moravská Ostrava, Ostrava;70039;1;Moravská Ostrava;Ostrava;
70040-Moravská Ostrava, Ostrava;70040;1;Moravská Ostrava;Ostrava;
70041-Moravská Ostrava, Ostrava;70041;1;Moravská Ostrava;Ostrava;
70042-Moravská Ostrava, Ostrava;70042;1;Moravská Ostrava;Ostrava;
70043-Zábřeh, Ostrava;70043;1;Zábřeh;Ostrava;
70044-Zábřeh, Ostrava;70044;1;Zábřeh;Ostrava;
70045-Proskovice, Ostrava;70045;1;Proskovice;Ostrava;
70046-Hrabůvka, Ostrava;70046;1;Hrabůvka;Ostrava;
70047-Výškovice, Ostrava;70047;1;Výškovice;Ostrava;
70048-Zábřeh, Ostrava;70048;1;Zábřeh;Ostrava;
70100-Moravská Ostrava, Ostrava;70100;1;Moravská Ostrava;Ostrava;
70200-Přívoz, Ostrava;70200;1;Přívoz;Ostrava;
70300-Vítkovice, Ostrava;70300;1;Vítkovice;Ostrava;
70400-Zábřeh, Ostrava;70400;1;Zábřeh;Ostrava;
70500-Hrabůvka, Ostrava;70500;1;Hrabůvka;Ostrava;
70800-Poruba, Ostrava;70800;1;Poruba;Ostrava;
70900-Mariánské Hory, Ostrava;70900;1;Mariánské Hory;Ostrava;
71000-Slezská Ostrava, Ostrava;71000;1;Slezská Ostrava;Ostrava;
71100-Hrušov, Ostrava;71100;1;Hrušov;Ostrava;
71200-Muglinov, Ostrava;71200;1;Muglinov;Ostrava;
71300-Heřmanice, Ostrava;71300;1;Heřmanice;Ostrava;
71500-Michálkovice, Ostrava;71500;1;Michálkovice;Ostrava;
71600-Radvanice, Ostrava;71600;1;Radvanice;Ostrava;
71700-Bartovice, Ostrava;71700;1;Bartovice;Ostrava;
71800-Kunčičky, Ostrava;71800;1;Kunčičky;Ostrava;
71900-Kunčice, Ostrava;71900;1;Kunčice;Ostrava;
72000-Hrabová, Ostrava;72000;1;Hrabová;Ostrava;
72100-Svinov, Ostrava;72100;1;Svinov;Ostrava;
72200-Třebovice, Ostrava;72200;1;Třebovice;Ostrava;
72300-Martinov, Ostrava;72300;1;Martinov;Ostrava;
72400-Stará Bělá, Ostrava;72400;1;Stará Bělá;Ostrava;
72525-Polanka nad Odrou, Ostrava;72525;1;Polanka nad Odrou;Ostrava;
72526-Krásné Pole, Ostrava;72526;1;Krásné Pole;Ostrava;
72527-Plesná, Ostrava;72527;1;Plesná;Ostrava;
72528-Hošťálkovice, Ostrava;72528;1;Hošťálkovice;Ostrava;
72529-Petřkovice, Ostrava;72529;1;Petřkovice;Ostrava;
73301-Fryštát, Karviná;73301;1;Fryštát;Karviná;
73306-Hranice, Kašava;73306;1;Hranice;Kašava;
73309-Nové Město, Karviná;73309;1;Nové Město;Karviná;
73310-Ráj, Karviná;73310;1;Ráj;Karviná;
73312-Hranice, Karviná;73312;1;Hranice;Karviná;
73401-Mizerov, Karviná;73401;1;Mizerov;Karviná;
73506-Nové Město, Karviná;73506;1;Nové Město;Karviná;
73511-Město, Orlová;73511;1;Město;Orlová;
73513-Poruba, Orlová;73513;1;Poruba;Orlová;
73514-Lutyně, Orlová;73514;1;Lutyně;Orlová;
73516-Lutyně, Orlová;73516;1;Lutyně;Orlová;
73531-Skřečoň, Bohumín;73531;1;Skřečoň;Bohumín;
73532-Rychvald, Rýmařov;73532;1;Rychvald;Rýmařov;
73533-Doubrava, Doudleby nad Orlicí;73533;1;Doubrava;Doudleby nad Orlicí;
73534-Stonava, Stonava;73534;1;Stonava;Stonava;
73535-Horní Suchá, Hořovice;73535;1;Horní Suchá;Hořovice;
73541-Petřvald, Petrovice u Karviné;73541;1;Petřvald;Petrovice u Karviné;
73542-Horní Těrlicko, Těšany;73542;1;Horní Těrlicko;Těšany;
73543-Albrechtice, Albrechtice nad Orlicí;73543;1;Albrechtice;Albrechtice nad Orlicí;
73551-Pudlov, Bohumín;73551;1;Pudlov;Bohumín;
73552-Záblatí, Bohumín;73552;1;Záblatí;Bohumín;
73553-Dolní Lutyně, Dolní Podluží;73553;1;Dolní Lutyně;Dolní Podluží;
73561-Chotěbuz, Chotěšov;73561;1;Chotěbuz;Chotěšov;
73562-Mosty, Český Těšín;73562;1;Mosty;Český Těšín;
73564-Prostřední Suchá, Havlíčkův Brod;73564;1;Prostřední Suchá;Havlíčkův Brod;
73571-Dětmarovice, Dětřichov nad Bystřicí;73571;1;Dětmarovice;Dětřichov nad Bystřicí;
73572-Petrovice u Karviné, Petrov;73572;1;Petrovice u Karviné;Petrov;
73573-Ráj, Kasejovice;73573;1;Ráj;Kasejovice;
73581-Nový Bohumín, Bohdíkov;73581;1;Nový Bohumín;Bohdíkov;
73582-Starý Bohumín, Bohumín;73582;1;Starý Bohumín;Bohumín;
73583-Nový Bohumín, Bohumín;73583;1;Nový Bohumín;Bohumín;
73601-Město, Havířov;73601;1;Město;Havířov;
73602-Bludovice, Havířov;73602;1;Bludovice;Havířov;
73603-Šumbark, Havlíčkův Brod;73603;1;Šumbark;Havlíčkův Brod;
73605-Město, Havířov;73605;1;Město;Havířov;
73606-Město, Havířov;73606;1;Město;Havířov;
73608-Podlesí, Havlíčkova Borová;73608;1;Podlesí;Havlíčkova Borová;
73609-Šumbark, Havlíčkův Brod;73609;1;Šumbark;Havlíčkův Brod;
73701-Český Těšín, Český Těšín;73701;1;Český Těšín;Český Těšín;
73703-Český Těšín, Český Těšín;73703;1;Český Těšín;Český Těšín;
73707-Český Těšín, Český Těšín;73707;1;Český Těšín;Český Těšín;
73801-Frýdek, Frýdek-Místek;73801;1;Frýdek;Frýdek-Místek;
73802-Místek, Frýdek-Místek;73802;1;Místek;Frýdek-Místek;
73803-Frýdek, Frýdlant;73803;1;Frýdek;Frýdlant;
73804-Místek, Frýdlant nad Ostravicí;73804;1;Místek;Frýdlant nad Ostravicí;
73901-Baška, Bánov;73901;1;Baška;Bánov;
73902-Janovice, Jaroměř;73902;1;Janovice;Jaroměř;
73903-Pržno, Prusy-Boškůvky;73903;1;Pržno;Prusy-Boškůvky;
73904-Pražmo, Pravonín;73904;1;Pražmo;Pravonín;
73905-Morávka, Moravičany;73905;1;Morávka;Moravičany;
73906-Vyšní Lhoty, Vyskytná;73906;1;Vyšní Lhoty;Vyskytná;
73907-Raškovice, Rapotice;73907;1;Raškovice;Rapotice;
73909-Nošovice, Nošovice;73909;1;Nošovice;Nošovice;
73911-Frýdlant, Fryšava pod Žákovou horou;73911;1;Frýdlant;Fryšava pod Žákovou horou;
73912-Čeladná, Čelechovice na Hané;73912;1;Čeladná;Čelechovice na Hané;
73913-Kunčice pod Ondřejníkem, Kunčina;73913;1;Kunčice pod Ondřejníkem;Kunčina;
73914-Ostravice, Ostravice;73914;1;Ostravice;Ostravice;
73915-Staré Hamry, Staré Hamry;73915;1;Staré Hamry;Staré Hamry;
73921-Paskov, Paskov;73921;1;Paskov;Paskov;
73922-Soběšovice, Soběšovice;73922;1;Soběšovice;Soběšovice;
73923-Stará Ves, Stará Ves;73923;1;Stará Ves;Stará Ves;
73924-Krmelín, Krnov;73924;1;Krmelín;Krnov;
73925-Sviadnov, Sviadnov;73925;1;Sviadnov;Sviadnov;
73930-Lískovec, Frýdštejn;73930;1;Lískovec;Frýdštejn;
73931-Řepiště, Řepín;73931;1;Řepiště;Řepín;
73932-Vratimov, Vratimov;73932;1;Vratimov;Vratimov;
73933-Horní Datyně, Vratimov;73933;1;Horní Datyně;Vratimov;
73934-Šenov, Senožaty;73934;1;Šenov;Senožaty;
73935-Václavovice, Vacov;73935;1;Václavovice;Vacov;
73936-Sedliště, Sedlnice;73936;1;Sedliště;Sedlnice;
73937-Horní Bludovice, Horní Bříza;73937;1;Horní Bludovice;Horní Bříza;
73938-Dolní Domaslavice, Dolní Dvůr;73938;1;Dolní Domaslavice;Dolní Dvůr;
73939-Lučina, Ludgeřovice;73939;1;Lučina;Ludgeřovice;
73941-Palkovice, Palkovice;73941;1;Palkovice;Palkovice;
73942-Chlebovice, Frymburk;73942;1;Chlebovice;Frymburk;
73943-Staříč, Stárkov;73943;1;Staříč;Stárkov;
73944-Brušperk, Buchlovice;73944;1;Brušperk;Buchlovice;
73945-Fryčovice, Frýdek-Místek;73945;1;Fryčovice;Frýdek-Místek;
73946-Hukvaldy, Husinec;73946;1;Hukvaldy;Husinec;
73947-Kozlovice, Kozmice;73947;1;Kozlovice;Kozmice;
73949-Metylovice, Meziboří;73949;1;Metylovice;Meziboří;
73951-Dobrá, Dobrá Voda u Hořic;73951;1;Dobrá;Dobrá Voda u Hořic;
73952-Dobratice, Dobřenice;73952;1;Dobratice;Dobřenice;
73953-Hnojník, Hodonice;73953;1;Hnojník;Hodonice;
73954-Komorní Lhotka, Konecchlumí;73954;1;Komorní Lhotka;Konecchlumí;
73955-Smilovice, Smilovy Hory;73955;1;Smilovice;Smilovy Hory;
73956-Ropice, Ropice;73956;1;Ropice;Ropice;
73958-Oldřichovice, Třinec;73958;1;Oldřichovice;Třinec;
73959-Střítež, Střílky;73959;1;Střítež;Střílky;
73961-Staré Město, Třinec;73961;1;Staré Město;Třinec;
73963-Lyžbice, Třinec;73963;1;Lyžbice;Třinec;
73964-Staré Město, Třinec;73964;1;Staré Město;Třinec;
73965-Staré Město, Třinec;73965;1;Staré Město;Třinec;
73966-Dolní Líštná, Trmice;73966;1;Dolní Líštná;Trmice;
73981-Milíkov, Milín;73981;1;Milíkov;Milín;
73982-Dolní Lomná, Dolní Město;73982;1;Dolní Lomná;Dolní Město;
73984-Písek, Písečné;73984;1;Písek;Písečné;
73985-Bukovec, Buštěhrad;73985;1;Bukovec;Buštěhrad;
73991-Jablunkov, Jakubčovice nad Odrou;73991;1;Jablunkov;Jakubčovice nad Odrou;
73992-Návsí, Návsí;73992;1;Návsí;Návsí;
73993-Třanovice, Traplice;73993;1;Třanovice;Traplice;
73994-Vendryně, Vendryně;73994;1;Vendryně;Vendryně;
73995-Bystřice, Bystřice nad Pernštejnem;73995;1;Bystřice;Bystřice nad Pernštejnem;
73996-Nýdek, Nýdek;73996;1;Nýdek;Nýdek;
73997-Hrádek, Hrádek;73997;1;Hrádek;Hrádek;
73998-Mosty u Jablunkova, Mosty u Jablunkova;73998;1;Mosty u Jablunkova;Mosty u Jablunkova;
74101-Nový Jičín, Nový Jičín;74101;1;Nový Jičín;Nový Jičín;
74103-Loučka, Nový Jičín;74103;1;Loučka;Nový Jičín;
74201-Suchdol nad Odrou, Suchá Loz;74201;1;Suchdol nad Odrou;Suchá Loz;
74211-Studénka, Studená;74211;1;Studénka;Studená;
74213-Butovice, Studenec;74213;1;Butovice;Studenec;
74221-Kopřivnice, Kořenov;74221;1;Kopřivnice;Kořenov;
74231-Starý Jičín, Starý Kolín;74231;1;Starý Jičín;Starý Kolín;
74233-Jeseník nad Odrou, Jestřebí;74233;1;Jeseník nad Odrou;Jestřebí;
74234-Vražné, Vražné;74234;1;Vražné;Vražné;
74235-Odry, Ohaře;74235;1;Odry;Ohaře;
74236-Jakubčovice nad Odrou, Jamné nad Orlicí;74236;1;Jakubčovice nad Odrou;Jamné nad Orlicí;
74237-Spálov, Spálov;74237;1;Spálov;Spálov;
74241-Bernartice nad Odrou, Bernartice;74241;1;Bernartice nad Odrou;Bernartice;
74242-Šenov u Nového Jičína, Šenov u Nového Jičína;74242;1;Šenov u Nového Jičína;Šenov u Nového Jičína;
74243-Pustějov, Pustá Kamenice;74243;1;Pustějov;Pustá Kamenice;
74244-Kujavy, Kuks;74244;1;Kujavy;Kuks;
74245-Fulnek, Habartice;74245;1;Fulnek;Habartice;
74246-Lukavec, Habartov;74246;1;Lukavec;Habartov;
74247-Hladké Životice, Hlinsko;74247;1;Hladké Životice;Hlinsko;
74251-Mošnov, Mošnov;74251;1;Mošnov;Mošnov;
74253-Kunín, Kunovice;74253;1;Kunín;Kunovice;
74254-Bartošovice, Bakov nad Jizerou;74254;1;Bartošovice;Bakov nad Jizerou;
74255-Albrechtičky, Albrechtice nad Vltavou;74255;1;Albrechtičky;Albrechtice nad Vltavou;
74256-Sedlnice, Sedloňov;74256;1;Sedlnice;Sedloňov;
74257-Libhošť, Libice nad Doubravou;74257;1;Libhošť;Libice nad Doubravou;
74258-Příbor, Přibice;74258;1;Příbor;Přibice;
74259-Skotnice, Škrdlovice;74259;1;Skotnice;Škrdlovice;
74260-Petřvald 1-Petřvald, Petrovice u Sušice;74260;1;Petřvald 1-Petřvald;Petrovice u Sušice;
74261-Trnávka, Trnov;74261;1;Trnávka;Trnov;
74265-Rybí, Rybí;74265;1;Rybí;Rybí;
74266-Štramberk, Štramberk;74266;1;Štramberk;Štramberk;
74267-Ženklava, Železný Brod;74267;1;Ženklava;Železný Brod;
74271-Hodslavice, Holešov;74271;1;Hodslavice;Holešov;
74272-Mořkov, Mořkov;74272;1;Mořkov;Mořkov;
74273-Veřovice, Veřovice;74273;1;Veřovice;Veřovice;
74274-Tichá, Tis;74274;1;Tichá;Tis;
74275-Lichnov, Licibořice;74275;1;Lichnov;Licibořice;
74281-Bravantice, Břeclav;74281;1;Bravantice;Břeclav;
74282-Jistebník, Jívka;74282;1;Jistebník;Jívka;
74283-Klimkovice, Klobouky u Brna;74283;1;Klimkovice;Klobouky u Brna;
74284-Hýlov, Klobuky;74284;1;Hýlov;Klobuky;
74285-Vřesina, Vřesina;74285;1;Vřesina;Vřesina;
74291-Velké Albrechtice, Velké Albrechtice;74291;1;Velké Albrechtice;Velké Albrechtice;
74292-Lubojaty, Bílina;74292;1;Lubojaty;Bílina;
74293-Slatina, Slatiňany;74293;1;Slatina;Slatiňany;
74294-Tísek, Tišice;74294;1;Tísek;Tišice;
74296-Trojanovice, Troubelice;74296;1;Trojanovice;Troubelice;
74301-Bílovec, Bílina;74301;1;Bílovec;Bílina;
74401-Frenštát pod Radhoštěm, Frýdek-Místek;74401;1;Frenštát pod Radhoštěm;Frýdek-Místek;
74601-Město, Opava;74601;1;Město;Opava;
74608-Předměstí, Opava;74608;1;Předměstí;Opava;
74702-Předměstí, Opava;74702;1;Předměstí;Opava;
74705-Kateřinky, Opava;74705;1;Kateřinky;Opava;
74706-Kylešovice, Opava;74706;1;Kylešovice;Opava;
74707-Jaktař, Opava;74707;1;Jaktař;Opava;
74711-Kozmice, Kozojedy;74711;1;Kozmice;Kozojedy;
74714-Ludgeřovice, Ludvíkovice;74714;1;Ludgeřovice;Ludvíkovice;
74715-Šilheřovice, Šindelová;74715;1;Šilheřovice;Šindelová;
74716-Hať, Havířov;74716;1;Hať;Havířov;
74717-Darkovice, Dašice;74717;1;Darkovice;Dašice;
74718-Píšť, Písek;74718;1;Píšť;Písek;
74719-Bohuslavice, Bohuslavice;74719;1;Bohuslavice;Bohuslavice;
74720-Vřesina, Vřesina;74720;1;Vřesina;Vřesina;
74721-Kravaře, Kravsko;74721;1;Kravaře;Kravsko;
74722-Dolní Benešov, Dolní Bojanovice;74722;1;Dolní Benešov;Dolní Bojanovice;
74723-Bolatice, Bojkovice;74723;1;Bolatice;Bojkovice;
