String;PSČ;CC;Město;Okres;Kraj
10000-Strašnice, Praha;10000;1;Strašnice;Praha;Hlavní město Praha
10001-Vršovice, Praha;10001;1;Vršovice;Praha;Hlavní město Praha
10004-Štěrboholy, Praha;10004;1;Štěrboholy;Praha;Hlavní město Praha
10005-Vršovice, Praha;10005;1;Vršovice;Praha;Hlavní město Praha
10007-Hostivař, Praha;10007;1;Hostivař;Praha;Hlavní město Praha
10100-Vršovice, Praha;10100;1;Vršovice;Praha;Hlavní město Praha
10200-Hostivař, Praha;10200;1;Hostivař;Praha;Hlavní město Praha
10300-Kolovraty, Praha;10300;1;Kolovraty;Praha;Hlavní město Praha
10400-Uhříněves, Praha;10400;1;Uhříněves;Praha;Hlavní město Praha
10600-Záběhlice, Praha;10600;1;Záběhlice;Praha;Hlavní město Praha
10700-Dubeč, Praha;10700;1;Dubeč;Praha;Hlavní město Praha
10800-Malešice, Praha;10800;1;Malešice;Praha;Hlavní město Praha
10900-Horní Měcholupy, Praha;10900;1;Horní Měcholupy;Praha;Hlavní město Praha
11000-Nové Město, Praha;11000;1;Nové Město;Praha;Hlavní město Praha
11001-Staré Město, Praha;11001;1;Staré Město;Praha;
11002-Nové Město, Praha;11002;1;Nové Město;Praha;Hlavní město Praha
11005-Staré Město, Praha;11005;1;Staré Město;Praha;Hlavní město Praha
11006-Nové Město, Praha;11006;1;Nové Město;Praha;Hlavní město Praha
11101-Dolní Měcholupy, Dolní Poustevna;11101;1;Dolní Měcholupy;Dolní Poustevna;
11800-Malá Strana, Praha;11800;1;Malá Strana;Praha;Hlavní město Praha
11900-Hradčany, Praha;11900;1;Hradčany;Praha;Hlavní město Praha
12000-Vinohrady, Praha;12000;1;Vinohrady;Praha;Hlavní město Praha
12003-Vinohrady, Praha;12003;1;Vinohrady;Praha;Hlavní město Praha
12004-Vinohrady, Praha;12004;1;Vinohrady;Praha;Hlavní město Praha
12800-Nové Město, Praha;12800;1;Nové Město;Praha;Hlavní město Praha
13000-Žižkov, Praha;13000;1;Žižkov;Praha;Hlavní město Praha
13001-Vinohrady, Praha;13001;1;Vinohrady;Praha;Hlavní město Praha
13002-Žižkov, Praha;13002;1;Žižkov;Praha;Hlavní město Praha
13003-Vinohrady, Praha;13003;1;Vinohrady;Praha;Hlavní město Praha
13004-Žižkov, Praha;13004;1;Žižkov;Praha;Hlavní město Praha
13005-Žižkov, Praha;13005;1;Žižkov;Praha;Hlavní město Praha
14000-Krč, Praha;14000;1;Krč;Praha;Hlavní město Praha
14002-Krč, Praha;14002;1;Krč;Praha;Hlavní město Praha
14003-Chodov, Praha;14003;1;Chodov;Praha;Hlavní město Praha
14004-Kunratice, Praha;14004;1;Kunratice;Praha;Hlavní město Praha
14006-Michle, Praha;14006;1;Michle;Praha;Hlavní město Praha
14009-Podolí, Praha;14009;1;Podolí;Praha;Hlavní město Praha
14016-Nusle, Praha;14016;1;Nusle;Praha;Hlavní město Praha
14018-Lhotka, Praha;14018;1;Lhotka;Praha;Hlavní město Praha
14019-Háje, Praha;14019;1;Háje;Praha;Hlavní město Praha
14100-Záběhlice, Praha;14100;1;Záběhlice;Praha;Hlavní město Praha
14200-Lhotka, Praha;14200;1;Lhotka;Praha;Hlavní město Praha
14300-Modřany, Praha;14300;1;Modřany;Praha;Hlavní město Praha
14400-Libuš, Praha;14400;1;Libuš;Praha;Hlavní město Praha
14500-Michle, Praha;14500;1;Michle;Praha;Hlavní město Praha
14700-Braník, Praha;14700;1;Braník;Praha;Hlavní město Praha
14800-Chodov, Praha;14800;1;Chodov;Praha;Hlavní město Praha
14900-Chodov, Praha;14900;1;Chodov;Praha;Hlavní město Praha
15000-Smíchov, Praha;15000;1;Smíchov;Praha;Hlavní město Praha
15001-Malá Strana, Praha;15001;1;Malá Strana;Praha;Hlavní město Praha
15003-Smíchov, Praha;15003;1;Smíchov;Praha;Hlavní město Praha
15004-Stodůlky, Praha;15004;1;Stodůlky;Praha;Hlavní město Praha
15005-Smíchov, Praha;15005;1;Smíchov;Praha;Hlavní město Praha
15006-Košíře, Praha;15006;1;Košíře;Praha;Hlavní město Praha
15007-Jinonice, Praha;15007;1;Jinonice;Praha;Hlavní město Praha
15018-Radlice, Praha;15018;1;Radlice;Praha;Hlavní město Praha
15019-Stodůlky, Praha;15019;1;Stodůlky;Praha;Hlavní město Praha
15020-Hlubočepy, Praha;15020;1;Hlubočepy;Praha;Hlavní město Praha
15200-Hlubočepy, Praha;15200;1;Hlubočepy;Praha;Hlavní město Praha
15300-Radotín, Praha;15300;1;Radotín;Praha;Hlavní město Praha
15400-Slivenec, Praha;15400;1;Slivenec;Praha;Hlavní město Praha
15500-Stodůlky, Praha;15500;1;Stodůlky;Praha;Hlavní město Praha
15511-Řeporyje, Praha;15511;1;Řeporyje;Praha;Hlavní město Praha
15521-Zličín, Praha;15521;1;Zličín;Praha;Hlavní město Praha
15531-Lipence, Praha;15531;1;Lipence;Praha;Hlavní město Praha
15600-Zbraslav, Praha;15600;1;Zbraslav;Praha;Hlavní město Praha
15800-Stodůlky, Praha;15800;1;Stodůlky;Praha;Hlavní město Praha
15900-Velká Chuchle, Praha;15900;1;Velká Chuchle;Praha;Hlavní město Praha
16000-Dejvice, Praha;16000;1;Dejvice;Praha;Hlavní město Praha
16005-Vokovice, Praha;16005;1;Vokovice;Praha;Hlavní město Praha
16008-Ruzyně, Praha;16008;1;Ruzyně;Praha;Hlavní město Praha
16012-Střešovice, Praha;16012;1;Střešovice;Praha;Hlavní město Praha
16017-Břevnov, Praha;16017;1;Břevnov;Praha;Hlavní město Praha
16020-Ruzyně, Praha;16020;1;Ruzyně;Praha;Hlavní město Praha
16100-Ruzyně, Praha;16100;1;Ruzyně;Praha;Hlavní město Praha
16200-Veleslavín, Praha;16200;1;Veleslavín;Praha;Hlavní město Praha
16300-Řepy, Praha;16300;1;Řepy;Praha;Hlavní město Praha
16400-Nebušice, Praha;16400;1;Nebušice;Praha;Hlavní město Praha
16500-Suchdol, Praha;16500;1;Suchdol;Praha;Hlavní město Praha
16900-Břevnov, Praha;16900;1;Břevnov;Praha;Hlavní město Praha
17000-Holešovice, Praha;17000;1;Holešovice;Praha;Hlavní město Praha
17004-Holešovice, Praha;17004;1;Holešovice;Praha;Hlavní město Praha
17100-Troja, Praha;17100;1;Troja;Praha;Hlavní město Praha
18000-Libeň, Praha;18000;1;Libeň;Praha;Hlavní město Praha
18005-Kobylisy, Praha;18005;1;Kobylisy;Praha;Hlavní město Praha
18008-Ďáblice, Praha;18008;1;Ďáblice;Praha;Hlavní město Praha
18009-Čimice, Praha;18009;1;Čimice;Praha;Hlavní město Praha
18100-Troja, Praha;18100;1;Troja;Praha;Hlavní město Praha
18200-Kobylisy, Praha;18200;1;Kobylisy;Praha;Hlavní město Praha
18400-Dolní Chabry, Praha;18400;1;Dolní Chabry;Praha;Hlavní město Praha
18600-Karlín, Praha;18600;1;Karlín;Praha;Hlavní město Praha
18700-Karlín, Praha;18700;1;Karlín;Praha;Hlavní město Praha
19000-Střížkov, Praha;19000;1;Střížkov;Praha;Hlavní město Praha
19001-Hrdlořezy, Praha;19001;1;Hrdlořezy;Praha;Hlavní město Praha
19003-Vysočany, Praha;19003;1;Vysočany;Praha;Hlavní město Praha
19009-Černý Most, Praha;19009;1;Černý Most;Praha;Hlavní město Praha
19011-Běchovice, Praha;19011;1;Běchovice;Praha;Hlavní město Praha
19012-Dolní Počernice, Praha;19012;1;Dolní Počernice;Praha;Hlavní město Praha
19014-Klánovice, Praha;19014;1;Klánovice;Praha;Hlavní město Praha
19015-Satalice, Praha;19015;1;Satalice;Praha;Hlavní město Praha
19016-Újezd nad Lesy, Praha;19016;1;Újezd nad Lesy;Praha;Hlavní město Praha
19017-Vinoř, Praha;19017;1;Vinoř;Praha;Hlavní město Praha
19300-Horní Počernice, Praha;19300;1;Horní Počernice;Praha;Hlavní město Praha
19400-Hloubětín, Praha;19400;1;Hloubětín;Praha;Hlavní město Praha
19600-Čakovice, Praha;19600;1;Čakovice;Praha;Hlavní město Praha
19700-Kbely, Praha;19700;1;Kbely;Praha;Hlavní město Praha
19800-Černý Most, Praha;19800;1;Černý Most;Praha;Hlavní město Praha
19900-Letňany, Praha;19900;1;Letňany;Praha;Hlavní město Praha
25001-Brandýs nad Labem, Brandýs nad Labem-Stará Boleslav;25001;1;Brandýs nad Labem;Brandýs nad Labem-Stará Boleslav;
25002-Stará Boleslav, Brandýs nad Labem-Stará Boleslav;25002;1;Stará Boleslav;Brandýs nad Labem-Stará Boleslav;
25063-Mratín, Mratín;25063;1;Mratín;Mratín;
25064-Měšice, Městec Králové;25064;1;Měšice;Městec Králové;
25065-Líbeznice, Libice nad Cidlinou;25065;1;Líbeznice;Libice nad Cidlinou;
25066-Veltěž, Zděchov;25066;1;Veltěž;Zděchov;
25067-Klecany, Klenovice na Hané;25067;1;Klecany;Klenovice na Hané;
25068-Řež, Řevničov;25068;1;Řež;Řevničov;
25069-Vodochody, Vodochody;25069;1;Vodochody;Vodochody;
25070-Odolena Voda, Odry;25070;1;Odolena Voda;Odry;
25072-Kojetice, Kokořín;25072;1;Kojetice;Kokořín;
25073-Jenštejn, Jeřišno;25073;1;Jenštejn;Jeřišno;
25075-Káraný, Kařez;25075;1;Káraný;Kařez;
25081-Nehvizdy, Nehvizdy;25081;1;Nehvizdy;Nehvizdy;
25082-Úvaly, Úžice;25082;1;Úvaly;Úžice;
25083-Škvorec, Slabce;25083;1;Škvorec;Slabce;
25084-Sibřina, Šilheřovice;25084;1;Sibřina;Šilheřovice;
25087-Mochov, Mníšek pod Brdy;25087;1;Mochov;Mníšek pod Brdy;
25088-Čelákovice, Čenkov;25088;1;Čelákovice;Čenkov;
25089-Lázně Toušeň, Ledce;25089;1;Lázně Toušeň;Ledce;
25090-Jirny, Jistebník;25090;1;Jirny;Jistebník;
25091-Zeleneč, Želeč;25091;1;Zeleneč;Želeč;Olomoucký kraj
25092-Šestajovice, Ševětín;25092;1;Šestajovice;Ševětín;
25101-Říčany, Říčany;25101;1;Říčany;Říčany;
25162-Mukařov, Mukařov;25162;1;Mukařov;Mukařov;
25163-Strančice, Strančice;25163;1;Strančice;Strančice;
25164-Mnichovice, Mnichov;25164;1;Mnichovice;Mnichov;Středočeský kraj
25165-Ondřejov, Opatov;25165;1;Ondřejov;Opatov;
25166-Senohraby, Senomaty;25166;1;Senohraby;Senomaty;
25167-Pyšely, Pustějov;25167;1;Pyšely;Pustějov;
25168-Nová Hospoda, Kamenice;25168;1;Nová Hospoda;Kamenice;
25169-Velké Popovice, Velké Popovice;25169;1;Velké Popovice;Velké Popovice;
25170-Dobřejovice, Dobřichovice;25170;1;Dobřejovice;Dobřichovice;
25202-Jíloviště, Jinačovice;25202;1;Jíloviště;Jinačovice;
25203-Řitka, Řitka;25203;1;Řitka;Řitka;
25204-Čisovice, Čistá;25204;1;Čisovice;Čistá;
25205-Hvozdnice, Ivanovice na Hané;25205;1;Hvozdnice;Ivanovice na Hané;
25206-Davle, Děčín;25206;1;Davle;Děčín;
25207-Štěchovice, Štědrá;25207;1;Štěchovice;Štědrá;
25208-Slapy, Slatina;25208;1;Slapy;Slatina;
25209-Hradištko, Hranice;25209;1;Hradištko;Hranice;
25210-Mníšek pod Brdy, Mnichovo Hradiště;25210;1;Mníšek pod Brdy;Mnichovo Hradiště;
25216-Nučice, Nučice;25216;1;Nučice;Nučice;
25217-Tachlovice, Tachov;25217;1;Tachlovice;Tachov;
25218-Úhonice, Úhonice;25218;1;Úhonice;Úhonice;
25219-Rudná, Rudná;25219;1;Rudná;Rudná;
25225-Jinočany, Jiřice u Miroslavi;25225;1;Jinočany;Jiřice u Miroslavi;
25226-Třebotov, Třebovice;25226;1;Třebotov;Třebovice;
25228-Černošice, Černošín;25228;1;Černošice;Černošín;
25229-Dobřichovice, Dobrná;25229;1;Dobřichovice;Dobrná;
25230-Řevnice, Řetová;25230;1;Řevnice;Řetová;
25231-Všenory, Všeň;25231;1;Všenory;Všeň;
25241-Dolní Břežany, Dolní Cerekev;25241;1;Dolní Břežany;Dolní Cerekev;
25242-Jesenice, Jesenice;25242;1;Jesenice;Jesenice;
25243-Průhonice, Prštice;25243;1;Průhonice;Prštice;
25244-Dolní Jirčany, Prysk;25244;1;Dolní Jirčany;Prysk;
25245-Zvole, Zvole;25245;1;Zvole;Zvole;Středočeský kraj
25246-Vrané nad Vltavou, Vrané nad Vltavou;25246;1;Vrané nad Vltavou;Vrané nad Vltavou;
25247-Čestlice, Čestlice;25247;1;Čestlice;Čestlice;
25250-Vestec, Vestec;25250;1;Vestec;Vestec;
25261-Jeneč, Jenišov;25261;1;Jeneč;Jenišov;
25262-Horoměřice, Horšice;25262;1;Horoměřice;Horšice;
25263-Roztoky, Roztoky u Jilemnice;25263;1;Roztoky;Roztoky u Jilemnice;
25264-Velké Přílepy, Velké Přílepy;25264;1;Velké Přílepy;Velké Přílepy;
25265-Tursko, Tvarožná;25265;1;Tursko;Tvarožná;
25266-Libčice nad Vltavou, Libějovice;25266;1;Libčice nad Vltavou;Libějovice;
25267-Tuchoměřice, Tuchořice;25267;1;Tuchoměřice;Tuchořice;
25268-Středokluky, Strážovice;25268;1;Středokluky;Strážovice;
25281-Petrov, Pětipsy;25281;1;Petrov;Pětipsy;
25282-Kamenný Přívoz, Kamenný Újezd;25282;1;Kamenný Přívoz;Kamenný Újezd;
25301-Hostivice, Hostouň;25301;1;Hostivice;Hostouň;
25303-Chýně, Chyše;25303;1;Chýně;Chyše;
25401-Jílové u Prahy, Jílovice;25401;1;Jílové u Prahy;Jílovice;
25601-Benešov, Benešov;25601;1;Benešov;Benešov;
25602-Teplýšovice, Terešov;25602;1;Teplýšovice;Terešov;Středočeský kraj
25701-Postupice, Postřelmov;25701;1;Postupice;Postřelmov;
25702-Popovice, Popice;25702;1;Popovice;Popice;
25703-Jankov, Janov;25703;1;Jankov;Janov;
25704-Odlochovice, Odolena Voda;25704;1;Odlochovice;Odolena Voda;
25705-Zvěstov, Zvěstov;25705;1;Zvěstov;Zvěstov;Středočeský kraj
25706-Louňovice pod Blaníkem, Louny;25706;1;Louňovice pod Blaníkem;Louny;
25707-Kamberk, Kámen;25707;1;Kamberk;Kámen;
25708-Načeradec, Načeradec;25708;1;Načeradec;Načeradec;
25709-Pravonín, Přáslavice;25709;1;Pravonín;Přáslavice;
25721-Poříčí nad Sázavou, Poříčany;25721;1;Poříčí nad Sázavou;Poříčany;
25722-Čerčany, Cerekvice nad Loučnou;25722;1;Čerčany;Cerekvice nad Loučnou;
25723-Přestavlky u Čerčan, Přerov nad Labem;25723;1;Přestavlky u Čerčan;Přerov nad Labem;
25724-Chocerady, Chodouny;25724;1;Chocerady;Chodouny;
25725-Kozmice, Kozmice;25725;1;Kozmice;Kozmice;
25726-Divišov, Dlouhá Brtnice;25726;1;Divišov;Dlouhá Brtnice;
25727-Český Šternberk, Český Šternberk;25727;1;Český Šternberk;Český Šternberk;
25728-Chotýšany, Chotýšany;25728;1;Chotýšany;Chotýšany;
25741-Týnec nad Sázavou, Týnec nad Sázavou;25741;1;Týnec nad Sázavou;Týnec nad Sázavou;
25742-Chrást nad Sázavou, Křinec;25742;1;Chrást nad Sázavou;Křinec;
25744-Netvořice, Netvořice;25744;1;Netvořice;Netvořice;
25748-Křečovice, Křelov-Břuchotín;25748;1;Křečovice;Křelov-Břuchotín;
25751-Bystřice, Bystročice;25751;1;Bystřice;Bystročice;
25752-Olbramovice Ves, Olbramovice;25752;1;Olbramovice Ves;Olbramovice;Středočeský kraj
25753-Vrchotovy Janovice, Vrchotovy Janovice;25753;1;Vrchotovy Janovice;Vrchotovy Janovice;
25754-Vojkov, Vojkov;25754;1;Vojkov;Vojkov;
25755-Maršovice, Maršovice;25755;1;Maršovice;Maršovice;
25756-Neveklov, Neveklov;25756;1;Neveklov;Neveklov;
25761-Domašín, Domažlice;25761;1;Domašín;Domažlice;
25762-Kladruby, Klášter Hradiště nad Jizerou;25762;1;Kladruby;Klášter Hradiště nad Jizerou;
25763-Trhový Štěpánov, Tři Sekery;25763;1;Trhový Štěpánov;Tři Sekery;
25764-Zdislavice, Zdíkov;25764;1;Zdislavice;Zdíkov;
25765-Čechtice, Čechy pod Kosířem;25765;1;Čechtice;Čechy pod Kosířem;
25766-Křivsoudov, Křižanovice;25766;1;Křivsoudov;Křižanovice;
25768-Dolní Kralovice, Dolní Lhota;25768;1;Dolní Kralovice;Dolní Lhota;Moravskoslezský kraj
25769-Bernartice, Benešov nad Ploučnicí;25769;1;Bernartice;Benešov nad Ploučnicí;
25771-Soutice, Soutice;25771;1;Soutice;Soutice;
25785-Neustupov, Neustupov;25785;1;Neustupov;Neustupov;
25786-Miličín, Milíkov;25786;1;Miličín;Milíkov;
25787-Střezimíř, Střevač;25787;1;Střezimíř;Střevač;
25788-Červený Újezd, Česká Bělá;25788;1;Červený Újezd;Česká Bělá;
25789-Heřmaničky, Heřmanovice;25789;1;Heřmaničky;Heřmanovice;Středočeský kraj
25790-Smilkov, Smilovice;25790;1;Smilkov;Smilovice;
25791-Sedlec, Sedlice;25791;1;Sedlec;Sedlice;
25801-Vlašim, Vlašim;25801;1;Vlašim;Vlašim;
25901-Votice, Votice;25901;1;Votice;Votice;
26101-Příbram I, Příbor;26101;1;Příbram I;Příbor;
26102-Příbram VII, Příbram;26102;1;Příbram VII;Příbram;
26104-Příbram V-Zdaboř, Příbram;26104;1;Příbram V-Zdaboř;Příbram;
26105-Příbram VIII, Příbram;26105;1;Příbram VIII;Příbram;
26202-Stará Huť, Stará Huť;26202;1;Stará Huť;Stará Huť;
26203-Nový Knín, Nový Knín;26203;1;Nový Knín;Nový Knín;
26204-Nová Ves pod Pleší, Nová Ves nad Popelkou;26204;1;Nová Ves pod Pleší;Nová Ves nad Popelkou;
26205-Velká Lečice, Velká Lečice;26205;1;Velká Lečice;Velká Lečice;
26211-Rosovice, Rosovice;26211;1;Rosovice;Rosovice;
26212-Obořiště, Obořiště;26212;1;Obořiště;Obořiště;
26213-Nečín, Nečín;26213;1;Nečín;Nečín;
26214-Hřiměždice, Hrob;26214;1;Hřiměždice;Hrob;Středočeský kraj
26215-Borotice, Borohrádek;26215;1;Borotice;Borohrádek;
26221-Obecnice, Obecnice;26221;1;Obecnice;Obecnice;
26222-Hluboš, Hluk;26222;1;Hluboš;Hluk;
26223-Jince, Jindřichov;26223;1;Jince;Jindřichov;
26224-Čenkov, Čepřovice;26224;1;Čenkov;Čepřovice;
26225-Pičín, Petřvald;26225;1;Pičín;Petřvald;
26231-Milín, Milonice;26231;1;Milín;Milonice;
26232-Pečice, Pěčín;26232;1;Pečice;Pěčín;
26233-Solenice, Solenice;26233;1;Solenice;Solenice;
26234-Milešov, Milešov;26234;1;Milešov;Milešov;
26235-Klučenice, Kluky;26235;1;Klučenice;Kluky;
26236-Smolotely, Smrčná;26236;1;Smolotely;Smrčná;
26241-Bohutín, Bohušovice nad Ohří;26241;1;Bohutín;Bohušovice nad Ohří;
26242-Rožmitál pod Třemšínem, Rožmitál pod Třemšínem;26242;1;Rožmitál pod Třemšínem;Rožmitál pod Třemšínem;Středočeský kraj
26243-Věšín, Věšín;26243;1;Věšín;Věšín;
26244-Hvožďany, Ivančice;26244;1;Hvožďany;Ivančice;
26251-Dublovice, Dukovany;26251;1;Dublovice;Dukovany;
26252-Vysoký Chlumec, Vysoké Popovice;26252;1;Vysoký Chlumec;Vysoké Popovice;
26253-Počepice, Počátky;26253;1;Počepice;Počátky;
26254-Nechvalice, Nechvalice;26254;1;Nechvalice;Nechvalice;Středočeský kraj
26255-Petrovice, Petrovice;26255;1;Petrovice;Petrovice;
26256-Krásná Hora nad Vltavou, Krásná Hora nad Vltavou;26256;1;Krásná Hora nad Vltavou;Krásná Hora nad Vltavou;
26261-Višňová, Višňové;26261;1;Višňová;Višňové;
26262-Dolní Hbity, Dolní Kralovice;26262;1;Dolní Hbity;Dolní Kralovice;Středočeský kraj
26263-Kamýk nad Vltavou, Kaplice;26263;1;Kamýk nad Vltavou;Kaplice;
26264-Drážkov, Svatý Jan nad Malší;26264;1;Drážkov;Svatý Jan nad Malší;
26271-Třebsko, Třemešná;26271;1;Třebsko;Třemešná;
26272-Březnice, Březnice;26272;1;Březnice;Březnice;
26281-Tochovice, Topolná;26281;1;Tochovice;Topolná;Středočeský kraj
26282-Starosedlský Hrádek, Starovičky;26282;1;Starosedlský Hrádek;Starovičky;
26283-Chraštice, Chraštice;26283;1;Chraštice;Chraštice;
26284-Zalužany, Žalany;26284;1;Zalužany;Žalany;
26285-Drahenice, Dříteč;26285;1;Drahenice;Dříteč;Středočeský kraj
26291-Kosova Hora, Košťálov;26291;1;Kosova Hora;Košťálov;
26292-Štětkovice, Štětkovice;26292;1;Štětkovice;Štětkovice;
26293-Chlum, Nalžovice;26293;1;Chlum;Nalžovice;Středočeský kraj
26294-Jesenice, Jeseník;26294;1;Jesenice;Jeseník;
26301-Dobříš, Dobromilice;26301;1;Dobříš;Dobromilice;
26401-Sedlčany, Sedlec;26401;1;Sedlčany;Sedlec;
26601-Beroun-Město, Bernartice;26601;1;Beroun-Město;Bernartice;
26604-Beroun-Město, Bernartice nad Odrou;26604;1;Beroun-Město;Bernartice nad Odrou;
26701-Počaply, Kramolín;26701;1;Počaply;Kramolín;
26703-Hudlice, Humpolec;26703;1;Hudlice;Humpolec;
26705-Nižbor, Nižbor;26705;1;Nižbor;Nižbor;
26706-Hýskov, Jabkenice;26706;1;Hýskov;Jabkenice;
26707-Chyňava, Chýnov;26707;1;Chyňava;Chýnov;
26711-Vráž, Vráž;26711;1;Vráž;Vráž;
26712-Loděnice, Loděnice;26712;1;Loděnice;Loděnice;
26716-Vysoký Újezd, Vysoké Veselí;26716;1;Vysoký Újezd;Vysoké Veselí;
26717-Mořina, Mořina;26717;1;Mořina;Mořina;
26718-Karlštejn, Karviná;26718;1;Karlštejn;Karviná;
26721-Tmaň, Tochovice;26721;1;Tmaň;Tochovice;Středočeský kraj
26722-Suchomasty, Suchdol nad Odrou;26722;1;Suchomasty;Suchdol nad Odrou;Středočeský kraj
26723-Lochovice, Loděnice;26723;1;Lochovice;Loděnice;
26724-Hostomice, Hovězí;26724;1;Hostomice;Hovězí;Středočeský kraj
26725-Osov, Osov;26725;1;Osov;Osov;
26726-Všeradice, Všenory;26726;1;Všeradice;Všenory;
26727-Liteň, Litohoř;26727;1;Liteň;Litohoř;
26728-Svinaře, Svinaře;26728;1;Svinaře;Svinaře;
26729-Zadní Třebaň, Žacléř;26729;1;Zadní Třebaň;Žacléř;Královéhradecký kraj
26741-Kublov, Kučeř;26741;1;Kublov;Kučeř;
26742-Broumy, Brtnice;26742;1;Broumy;Brtnice;
26743-Bzová, Čáslav;26743;1;Bzová;Čáslav;
26751-Zdice, Zdechovice;26751;1;Zdice;Zdechovice;Královéhradecký kraj
26753-Žebrák, Ždírec nad Doubravou;26753;1;Žebrák;Ždírec nad Doubravou;
26754-Praskolesy, Praskačka;26754;1;Praskolesy;Praskačka;Středočeský kraj
26761-Cerhovice, Čermná;26761;1;Cerhovice;Čermná;
26762-Komárov, Konárovice;26762;1;Komárov;Konárovice;
26763-Zaječov, Zaječí;26763;1;Zaječov;Zaječí;Jihomoravský kraj
26764-Olešná, Olešnice;26764;1;Olešná;Olešnice;
26801-Hořovice, Horšovský Týn;26801;1;Hořovice;Horšovský Týn;
26901-Rakovník I, Rájec-Jestřebí;26901;1;Rakovník I;Rájec-Jestřebí;
26902-Rakovník II, Rajhrad;26902;1;Rakovník II;Rajhrad;
27001-Kněževes, Kněžice;27001;1;Kněževes;Kněžice;
27002-Kolešovice, Kolín;27002;1;Kolešovice;Kolín;
27003-Hořovičky, Horušice;27003;1;Hořovičky;Horušice;
27004-Hořesedly, Hořice na Šumavě;27004;1;Hořesedly;Hořice na Šumavě;
27005-Milostín, Milotice;27005;1;Milostín;Milotice;
27006-Kounov, Kouřim;27006;1;Kounov;Kouřim;
27007-Mutějovice, Mutějovice;27007;1;Mutějovice;Mutějovice;
27008-Hředle, Hřibojedy;27008;1;Hředle;Hřibojedy;
27009-Krupá, Krupka;27009;1;Krupá;Krupka;
27021-Pavlíkov, Pavlov;27021;1;Pavlíkov;Pavlov;
27023-Křivoklát, Křižanov;27023;1;Křivoklát;Křižanov;
27024-Zbečno, Zátor;27024;1;Zbečno;Zátor;Moravskoslezský kraj
27031-Senomaty, Šenov;27031;1;Senomaty;Šenov;
27032-Oráčov, Oráčov;27032;1;Oráčov;Oráčov;
27033-Jesenice, Jeseník;27033;1;Jesenice;Jeseník;
27034-Čistá, Cítoliby;27034;1;Čistá;Cítoliby;
27035-Petrovice, Petrovice;27035;1;Petrovice;Petrovice;
27036-Lubná, Luby;27036;1;Lubná;Luby;
27041-Slabce, Slabčice;27041;1;Slabce;Slabčice;
27042-Skryje, Skuhrov;27042;1;Skryje;Skuhrov;
27051-Lužná, Lysá nad Labem;27051;1;Lužná;Lysá nad Labem;
27052-Lišany, Lišov;27052;1;Lišany;Lišov;
27053-Krušovice, Kryry;27053;1;Krušovice;Kryry;
27054-Řevničov, Řevnice;27054;1;Řevničov;Řevnice;
27055-Pochvalov, Počepice;27055;1;Pochvalov;Počepice;
27061-Lány, Lásenice;27061;1;Lány;Lásenice;
27062-Rynholec, Rynoltice;27062;1;Rynholec;Rynoltice;
27064-Mšec, Mšec;27064;1;Mšec;Mšec;
27065-Srbeč, Srbeč;27065;1;Srbeč;Srbeč;
27101-Nové Strašecí, Nové Syrovice;27101;1;Nové Strašecí;Nové Syrovice;
27201-Kladno, Kladno;27201;1;Kladno;Kladno;
27203-Dubí, Kladno;27203;1;Dubí;Kladno;
27204-Kladno, Kladno;27204;1;Kladno;Kladno;
27205-Kladno, Kladno;27205;1;Kladno;Kladno;
27206-Kročehlavy, Kladno;27206;1;Kročehlavy;Kladno;
27208-Kročehlavy, Kladruby;27208;1;Kročehlavy;Kladruby;
27209-Kročehlavy, Kladruby;27209;1;Kročehlavy;Kladruby;
27301-Kamenné Žehrovice, Kamenný Přívoz;27301;1;Kamenné Žehrovice;Kamenný Přívoz;
27302-Tuchlovice, Tuchoměřice;27302;1;Tuchlovice;Tuchoměřice;
27303-Stochov, Stochov;27303;1;Stochov;Stochov;
27304-Kačice, Kadaň;27304;1;Kačice;Kadaň;
27305-Smečno, Smidary;27305;1;Smečno;Smidary;
27306-Libušín, Lichnov;27306;1;Libušín;Lichnov;
27307-Vinařice, Vinařice;27307;1;Vinařice;Vinařice;
27308-Pchery, Pec pod Sněžkou;27308;1;Pchery;Pec pod Sněžkou;
27309-Švermov, Kladno;27309;1;Švermov;Kladno;
27322-Hospozín, Hoštice-Heroltice;27322;1;Hospozín;Hoštice-Heroltice;
27323-Černuc, Černý Důl;27323;1;Černuc;Černý Důl;
27324-Velvary, Velvary;27324;1;Velvary;Velvary;
27325-Zvoleněves, Zvoleněves;27325;1;Zvoleněves;Zvoleněves;
27326-Olovnice, Olšany u Prostějova;27326;1;Olovnice;Olšany u Prostějova;
27327-Otvovice, Otvovice;27327;1;Otvovice;Otvovice;
27328-Zákolany, Zaječice;27328;1;Zákolany;Zaječice;
27329-Koleč, Kolín;27329;1;Koleč;Kolín;
27341-Olšany, Brandýsek;27341;1;Olšany;Brandýsek;
27342-Stehelčeves, Štěkeň;27342;1;Stehelčeves;Štěkeň;
27343-Buštěhrad, Byšice;27343;1;Buštěhrad;Byšice;
27345-Hřebeč, Hřensko;27345;1;Hřebeč;Hřensko;
27351-Unhošť, Uničov;27351;1;Unhošť;Uničov;
27353-Hostouň, Hrabětice;27353;1;Hostouň;Hrabětice;
27354-Lidice, Lípa;27354;1;Lidice;Lípa;
